dates,EMU TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,BD TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,FR TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,UK TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,ES TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,BG TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,IT TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,IR TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,NL TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,OE TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,PT TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,FN TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,GR TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,CZ TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,DK TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,HN TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,NW TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,PO TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,SD TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,SW TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND
2/9/2010,167.797,361.37,431.06,606.4091348066,590.692,424.756,653.618,458.981,376.369,370.027,349.288,544.231,168.685,8.5885325931,61.2270993392,1.04807494,60.8530660319,55.8519588992,54.2847829308,182.0443383356
2/10/2010,168.206,360.791,430.283,608.5455786958,594.33,425.377,656.671,461.243,376.206,370.438,352.446,544.118,172.095,8.5924336749,61.1734128503,1.0513102687,61.136080823,56.0385144429,54.6803466481,182.2053906517
2/11/2010,168.25,360.451,429.87,609.5244650949,595.235,425.343,656.798,463.452,375.91,370.41,354.757,544.016,173.052,8.6235807189,61.0753598077,1.0538523115,61.2913989125,56.6439757468,54.8953310034,181.9813798043
2/12/2010,168.383,361.234,430.825,609.7655441903,594.91,425.92,656.296,464.32,376.738,371.282,354.908,545.216,172.234,8.6405555662,61.1957843262,1.057674809,61.625836572,56.8239243969,55.1143287292,181.7605609831
2/15/2010,168.232,361.106,430.417,609.8537708693,593.578,425.441,656.102,463.605,376.427,370.968,354.653,545.061,171.699,8.6525882941,61.1252183259,1.0518950553,61.6551749818,56.7358033886,55.4169287903,182.3372104922
2/16/2010,168.115,361.052,430.18,606.9755734798,593.274,425.275,656.213,463.317,376.383,370.692,354.222,545.12,170.201,8.6567583157,61.0866221073,1.0553589759,61.716911993,57.2053560255,55.2291761378,182.0927143295
2/17/2010,168.299,361.033,430.655,610.8763242745,594.299,425.788,657.04,464.074,376.624,371.12,355.317,545.297,170.598,8.7142691415,61.110640899,1.0576923077,62.048427359,57.4462048359,55.7619707687,182.0566796103
2/18/2010,167.996,360.362,429.892,606.869475376,594.139,425.143,656.085,463.674,376.01,370.272,354.897,544.672,169.336,8.7832246765,60.9646064661,1.059327341,61.6890590254,57.3778507755,55.7723087602,182.0561575683
2/19/2010,167.867,359.87,429.423,600.3137478608,594.022,425.083,655.427,463.723,375.569,369.844,354.926,544.383,169.745,8.7764180264,60.9199803831,1.0614233038,61.4851564672,57.1304434678,55.4190193542,181.9987025846
2/22/2010,168.03,360.107,429.745,600.560875513,594.886,425.352,655.985,464.765,375.848,370.054,355.452,544.746,170.271,8.7935551582,60.9279673257,1.0652259857,61.9130921646,57.7458928549,55.7379273063,181.6426571994
2/23/2010,168.819,362.022,432.291,601.0678506375,598.416,427.311,658.426,466.918,377.858,372.355,357.087,546.901,169.858,8.7880903889,61.3409464951,1.0686222552,62.078421849,57.5539261231,56.0227991109,181.7346799509
2/24/2010,169.017,362.751,433.109,602.6772636957,599.179,427.991,658.559,466.95,378.59,373.077,357.584,547.706,169.495,8.7742446182,61.5927336733,1.06894754,62.1711762145,57.5057690378,56.2969141804,182.3642761967
2/25/2010,168.959,363.417,433.625,601.3772488861,598.885,428.171,657.373,466.462,379.092,373.414,357.177,548.317,167.508,8.7530462569,61.6962954005,1.0678081181,62.0718262875,57.4251429572,56.4040580007,182.4100092298
2/26/2010,169.163,363.558,433.634,595.4119025043,599.274,428.392,659.056,467.431,379.203,373.547,358.011,548.266,168.652,8.7674902671,61.7524907458,1.0757336335,62.0896355071,58.2814363659,56.8246445498,182.5975888802
3/1/2010,169.369,363.417,433.651,589.4995289032,600.782,428.83,659.706,469.242,379.204,373.923,359.657,548.556,170.528,8.8096665056,61.7698865354,1.0807855915,62.2283392156,58.3956730403,56.7517587115,182.6741841791
3/2/2010,169.396,363.307,433.476,587.5733392041,600.343,429.189,659.782,469.557,379.089,373.983,360.53,548.442,171.354,8.8330004847,61.7455742551,1.0938320146,61.9553996865,58.7621991722,56.6440148509,182.7212789943
3/3/2010,169.375,362.851,433.052,586.5643226587,600.285,428.969,659.974,469.682,378.83,373.681,361.214,548.164,172.497,8.8713605905,61.7151188181,1.0968312177,62.0071453382,58.999486653,56.5078051571,182.7827335179
3/4/2010,169.443,363.16,433.265,591.8608253125,600.475,429.078,660.143,469.961,379.045,373.959,361.042,548.444,172.353,8.8595358576,61.7351285256,1.0933214088,61.878769078,59.0053418255,56.8965056251,182.6639330258
3/5/2010,169.36,362.69,432.773,591.3133218665,600.189,428.496,660.271,470.268,378.562,373.445,361.094,547.826,173.074,8.9108316272,61.6477765162,1.0961163773,62.0544582217,59.3310959081,56.9798269703,182.7235758466
3/8/2010,169.347,362.516,432.501,586.5507726269,600.432,428.381,660.109,470.743,378.409,373.247,361.22,547.514,173.813,8.9167706708,61.6166570365,1.1003479079,61.9794291688,59.5361104647,56.8814958092,182.605872099
3/9/2010,169.463,362.973,432.906,588.2826722569,600.77,428.612,660.524,471.348,378.83,374.103,361.105,548.169,173.193,8.93890625,61.7592947232,1.0952713689,62.0454488887,59.4986763092,56.8104569786,182.7964855902
3/10/2010,169.476,362.674,432.535,583.4434401534,600.735,428.509,661.43,471.862,378.656,374.082,361.777,547.918,173.451,8.973158173,61.6488264425,1.1003719008,62.1053616543,59.5254604271,56.6086085057,182.5472827388
3/11/2010,169.28,362.279,432.094,583.1563892403,600.436,428.154,660.597,471.448,378.204,373.753,361.539,547.162,172.821,8.9576753742,61.5877431711,1.1009850961,61.9963575581,59.2355790175,56.6932866196,182.3213186513
3/12/2010,169.38,362.43,432.305,586.1496028244,600.243,428.408,661.084,471.93,378.351,374.053,361.504,547.25,173.36,8.9613281327,61.6040258536,1.1069179219,61.8787724008,59.484114744,56.578313253,182.5403681991
3/15/2010,169.487,362.762,432.747,586.423888491,600.256,428.642,661.035,472.042,378.699,374.548,361.185,547.682,173.786,8.9716470588,61.7033886347,1.1105044782,62.0089143783,59.5746646987,56.521114106,183.4482521095
3/16/2010,169.691,363.184,433.172,589.0000552151,600.788,429.31,661.857,472.503,379.094,375.036,361.388,548.286,174.276,8.9674509804,61.75567338,1.1171830096,62.0662724256,59.9639189207,56.7284137967,183.3166936345
3/17/2010,169.96,363.622,434.02,594.8956303924,601.95,429.958,662.686,471.935,379.755,375.656,361.409,549.074,175.002,9.0123471377,61.8863436301,1.1313125981,62.3123397336,60.2719345908,56.8581425264,183.7404711807
3/18/2010,169.675,363.41,433.437,599.3700610884,600.82,429.569,661.525,471.064,379.37,375.007,360.754,548.574,173.52,9.0126223342,61.83477361,1.1285173327,62.2248040226,60.023197072,56.7987690344,184.2903080806
3/19/2010,169.621,363.503,433.547,594.3237693546,600.624,429.665,661.208,470.402,379.513,375.042,360.11,548.585,172.655,9.0374681846,61.8172410781,1.1206895245,62.4613127336,59.8056929898,56.9838410842,185.2376144553
3/22/2010,169.841,364.309,434.354,597.6733307345,601.491,430.39,662.055,470.46,380.265,375.979,359.911,549.587,171.605,9.009789275,62.0131314557,1.1191060142,61.8887061233,59.7299101412,56.7008459369,186.2347640834
3/23/2010,170.133,364.717,434.986,597.8121694594,602.678,431.215,663.037,471.467,380.767,376.568,360.497,550.172,172.706,9.0100756162,62.100290307,1.1224660018,62.1428749377,60.006691115,57.0799031477,186.5491307238
3/24/2010,170.019,364.297,434.646,597.0772582537,602.502,430.972,662.966,470.187,380.457,376.289,359.808,549.624,172.641,9.0504286137,62.0629544508,1.1280011855,62.1314950302,59.9920323845,57.072826171,186.7788057191
3/25/2010,169.766,363.388,433.462,595.2203011712,602.047,430.13,662.712,469.32,379.5,375.311,359.238,548.237,173.358,9.0774546388,61.9133496385,1.1304269085,61.7963398046,60.1463446055,57.3495201038,186.4181875504
3/26/2010,169.901,363.299,433.212,593.9028867012,602.856,430.405,663.671,470.377,379.573,375.126,360.729,548.362,174.486,9.0489683631,61.814114106,1.1243670711,61.7202174988,59.820544,56.7962958199,186.4741705166
3/29/2010,170.019,363.733,433.803,596.1964077184,603.495,431.053,663.636,471.323,380.01,375.678,361.499,548.893,173.681,9.0530556101,61.9495186332,1.1265617769,62.0339656371,60.2114453487,56.5114805046,186.0864706293
3/30/2010,170.085,364.29,433.976,603.0016882386,603.377,431.421,664.302,471.646,380.525,376.021,361.537,549.4,172.254,9.0510550594,61.993834747,1.1236434833,62.2113798876,60.442722459,56.6921487497,186.0947923579
3/31/2010,170.318,364.835,434.863,602.767782075,603.978,432.169,665.401,472.383,381.214,376.617,362.51,550.168,171.431,9.0879968516,62.1508062837,1.1269248137,62.289844426,60.6690756498,56.8370087028,187.2403019133
4/1/2010,170.523,365.231,435.463,608.3467855732,604.114,432.558,666.646,473.401,381.472,377.023,363.341,550.419,171.378,9.1423327413,62.1736765407,1.1352411515,62.3657174937,61.093353132,56.912925093,188.2310189105
4/2/2010,170.544,365.268,435.524,608.4201614269,604.182,432.606,666.723,473.57,381.51,377.063,363.382,550.475,171.402,9.1561081508,62.1810636026,1.1360037754,62.3740760378,61.101689396,56.9196164319,188.2465424781
4/5/2010,170.567,365.305,435.577,610.3595085773,604.345,432.655,666.8,473.712,381.548,377.102,363.422,550.576,171.447,9.1556888591,62.1800992419,1.1379227292,62.3588317454,61.1007358208,57.1704462629,186.2441101532
4/6/2010,169.86,364.337,434.22,608.6637514907,602.784,431.133,664.556,471.846,380.403,375.754,362.148,548.94,167.028,9.1839841427,62.108826631,1.1321151675,62.4649202236,61.0433309442,57.0779999586,185.9858245173
4/7/2010,169.973,364.919,434.939,608.2613649311,602.459,431.818,664.987,472.261,381.106,376.338,361.562,550.064,165.635,9.1972619048,62.1798445655,1.1298172135,62.7981628351,61.0681423668,57.15469756,185.6218141191
4/8/2010,170.033,365.454,435.713,611.2265281662,602.813,432.422,665.185,472.127,381.588,376.888,360.379,550.701,163.476,9.2022616804,62.3129525882,1.1219085165,62.9797605437,60.6735939732,57.3000418815,185.8258866238
4/9/2010,169.788,364.317,434.328,609.8966600057,602.272,431.586,664.858,471.725,380.6,375.957,360.352,549.514,165.163,9.208015873,62.1199011125,1.1286731158,62.9134555595,60.4446625006,56.8811789422,184.9784362827
4/12/2010,169.946,363.722,434.045,603.8975286999,603.099,431.552,665.542,472.61,380.12,376.063,360.793,549.168,168.924,9.2279245283,62.008746532,1.1426888568,62.5678925963,60.6943437273,56.5860081461,184.4143487169
4/13/2010,170.067,364.279,434.761,606.5125764786,603.168,432.044,665.798,472.633,380.696,376.709,360.661,549.911,167.896,9.2925189017,62.127027844,1.1510148491,62.7770572941,60.5483513367,56.8207134094,185.2467586784
4/14/2010,169.949,364.472,435.05,607.3405945087,602.462,432.063,665.431,472.046,380.967,377.031,359.674,550.257,165.318,9.3383848455,62.1523247768,1.1615460822,62.663774295,60.8424433967,56.9152781134,185.2308978199
4/15/2010,170.053,364.828,435.265,611.294413344,602.791,432.448,666.014,471.497,381.211,377.309,359.428,550.46,165.213,9.3480095541,62.1815714516,1.1626937966,63.0392995522,60.9835342928,57.1737838746,185.6225375684
4/16/2010,170.238,365.576,436.114,611.8761405109,602.887,433.285,667.012,471.574,382.011,378.18,358.214,551.706,163.799,9.3477785508,62.38104836,1.1564043791,63.0294995445,60.6261116123,57.1466127818,186.2893432898
4/19/2010,170.176,365.895,436.363,609.42332822,602.772,433.534,667.002,470.479,382.218,378.052,355.88,551.915,161.947,9.3036480475,62.4941717111,1.1477868931,62.9823923349,60.3227670146,57.317381849,185.8417637619
4/20/2010,169.974,365.534,435.936,610.9922445255,602.428,433.22,666.372,470.809,381.86,377.71,354.818,551.928,160.798,9.2858637916,62.4915852061,1.1515043717,63.2430797919,60.5578520379,57.6824926587,185.5528460949
4/21/2010,169.857,365.856,436.167,615.8909780921,601.598,432.999,665.849,469.969,382.098,377.974,352.666,552.4,158.87,9.3006683276,62.5305025531,1.1578767773,63.5427161119,60.8549681455,57.7562953146,186.1057407084
4/22/2010,169.406,366.495,436.571,620.6315789474,598.405,432.086,664.576,464.901,382.239,378.108,348.549,552.604,152.729,9.2448698797,62.5824570833,1.149427193,63.6302154902,60.577631274,57.8406892366,186.0702697045
4/23/2010,169.275,366.373,436.426,614.2610894047,597.411,431.958,663.541,464.391,382.146,377.779,347.593,552.277,152.921,9.2614057206,62.5684091718,1.1578995634,63.6626933807,60.5251303173,58.10703667,185.8816151622
4/26/2010,168.832,366.812,436.881,621.9267599095,594.856,431.737,662.734,460.206,382.499,377.842,341.255,552.557,146.218,9.2523022432,62.679521634,1.163417947,64.0706191619,60.5738633438,58.4215124644,186.0329080388
4/27/2010,168.851,369.074,439.143,620.1417295616,593.724,432.824,661.505,453.81,384.455,379.402,332.773,555.127,140.953,9.2134117647,62.9311815965,1.1354150634,64.1094195458,59.9951419074,58.3906729818,186.2926829268
4/28/2010,168.362,368.705,439.187,620.2775059013,592.829,431.517,658.217,449.341,384.041,378.913,329.098,554.37,138.628,9.1699347686,63.0952492929,1.1233247837,63.9979181477,59.5623727088,58.4318447207,186.9529424076
4/29/2010,168.829,368.243,438.647,621.1234140715,594.968,432.091,660.221,451.057,383.803,378.692,335.375,554.096,144.875,9.1960345505,63.144394655,1.139837216,64.2845385818,60.0724721187,58.5062257944,186.6652719665
4/30/2010,169.278,368.836,439.561,623.5676049042,595.852,433.885,661.771,453.873,384.622,379.624,340.646,555.24,145.632,9.1630396562,63.2563670198,1.1346716964,64.1949883784,59.9303144783,58.301221195,186.9452680783
5/3/2010,169.284,368.053,438.743,625.7590291823,595.543,433.274,662.45,453.216,383.982,379.059,341.745,554.434,148.896,9.1746820583,63.1500876704,1.1302799361,64.2800479543,59.9736959714,58.2358359484,187.0019544883
5/4/2010,169.413,370.379,441.042,631.6621253406,592.206,434.992,661.577,452.197,386.269,381.187,337.25,557.313,143.741,9.0810999225,63.6711743485,1.093944649,64.5417041274,58.4980869739,58.5052713784,187.3400579386
5/5/2010,169.298,372.407,443.733,640.9928328046,588.655,436.266,658.29,445.652,388.354,383.373,330.966,560.126,138.239,8.963029722,64.084566653,1.0734143539,65.1351351351,57.0156824308,58.5845685342,188.4052912638
5/6/2010,168.612,374.151,444.427,644.043818835,583.156,435.244,650.469,439.728,389.483,384.391,325.637,562.069,133.706,8.9431735727,64.2421066774,1.0473494422,65.2216616642,56.4542533196,58.5476399278,192.5710833096
5/7/2010,168.065,374.426,444.375,633.9524085897,581.394,433.267,648.247,437.218,389.393,383.423,321.636,561.773,128.281,9.0480023218,64.202132305,1.0378294849,64.496986439,55.8459967566,58.3621090259,192.9129492056
5/10/2010,170.397,370.622,441.079,632.7461623767,596.063,434.281,662.119,464.575,386.808,380.9,350.262,559.022,156.881,9.1383238564,63.4778343658,1.0886501552,64.7322057117,58.4564979071,58.386344239,189.6382746863
5/11/2010,170.663,370.766,441.209,635.7054136396,595.384,434.355,662.285,469.031,386.855,381.328,356.751,559.81,159.671,9.1862285434,63.4751234589,1.0847295837,65.1340786042,58.4680851064,58.470176236,191.8689363517
5/12/2010,170.812,370.628,441.322,637.5030757514,596.36,435.12,663.118,470,386.846,381.502,357.388,560.063,160.512,9.2052904646,63.4678367682,1.0977039279,65.6834361194,59.2853361567,59.2748776722,192.0442814936
5/13/2010,171.076,371.181,441.749,635.8047185237,597.213,435.996,664.857,470.432,387.139,381.654,358.122,560.36,160.651,9.2547069272,63.5600306505,1.10353338,66.2415340414,59.5418301481,59.172222513,192.6428902931
5/14/2010,171.372,373.128,443.854,641.6412839738,596.835,438.118,664.143,469.516,388.914,383.962,355.815,562.76,158.035,9.2062059902,63.8916259469,1.0851192037,66.3224277584,58.4608688082,59.3558598428,192.9727029438
5/17/2010,171.197,372.875,443.619,641.4039192746,596.239,437.937,664.032,468.157,388.743,383.881,354.239,562.349,156.46,9.1859353575,63.9838715097,1.0722849959,66.8027484281,58.5428945237,59.3781989534,193.3833136982
5/18/2010,171.715,373.868,444.603,639.1120186698,596.841,439.572,665.16,469.733,389.711,385.179,356.508,563.905,159.252,9.2088757977,64.159078538,1.0780432432,66.0556275006,58.6307172849,59.8267342281,193.2261170346
5/19/2010,172.032,374.682,446.682,642.2756652885,596.716,441.425,665.361,470.924,390.737,387.033,356.717,565.203,157.856,9.1171342588,64.4722041165,1.0578306313,64.6557269528,56.9503821424,59.2997838967,190.885257424
5/20/2010,172.216,376.618,448.469,644.5297460281,595.11,442.588,662.818,469.707,392.454,388.764,354.854,567.418,157.269,9.0801741655,64.9440013974,1.05042494,63.4664936509,56.2498199798,58.6969692341,191.4353982923
5/21/2010,172.438,377.461,449.51,640.9819477981,595.32,442.972,663.368,468.21,392.951,389.524,354.833,567.903,157.092,9.1109683698,65.1488461151,1.0656270632,63.1540153069,56.8168350495,58.5101497386,188.98412038
5/24/2010,172.551,377.635,450.022,648.4686572376,595.253,443.132,664.068,468.42,393.039,389.742,355.004,568.268,157.007,9.154906954,65.2130211308,1.0714851485,64.0471720399,57.0772325511,59.1466386403,189.8768790764
5/25/2010,172.8,379.415,452.069,655.7072599532,592.83,443.662,661.886,467.329,394.425,391.745,355.373,570.171,157.507,9.0792636603,65.6324303255,1.0572716613,63.4322599701,55.7819314642,58.6465477359,192.522307314
5/26/2010,172.186,377.968,450.498,656.233919509,589.259,441.994,659.417,465.911,393.232,390.32,354.304,568.526,157.806,9.1115546424,65.3755535694,1.0652139459,64.5754436108,57.0008548052,59.113511845,193.2156101007
5/27/2010,171.61,376.914,448.778,653.6948312485,587.825,440.873,656.076,464.624,392.172,388.832,353.434,566.809,158.108,9.0624318005,65.2304590362,1.0784755808,64.68815204,57.4194497572,59.0357749524,191.5214948019
5/28/2010,171.843,377.585,449.393,650.2374391745,588.723,441.688,656.393,465.529,392.923,389.267,353.48,567.627,158.588,9.0026320883,65.3251614551,1.0837478991,64.4367539372,57.5333292451,59.065382886,190.8613864854
5/31/2010,171.91,377.876,450.073,656.1103546267,587.426,442.196,656.092,465.988,393.212,389.893,353.888,567.954,158.435,9.121426472,65.4630507108,1.0857286926,64.6175596454,57.5441438125,59.5877791079,192.3584805841
6/1/2010,171.617,378.089,449.501,663.5387008015,584.215,440.953,655.005,464.319,393.221,389.42,352.727,567.778,157.306,9.0565780504,65.5187617198,1.0807734907,65.0004421928,57.1964830871,59.8986322149,192.726245941
6/2/2010,171.17,378.125,448.986,662.9171890859,581.675,439.183,651.427,463.188,393.195,388.809,350.621,567.831,156.531,8.9824411964,65.531505984,1.078985094,64.8107886694,57.1051894092,59.8171668705,193.2932692308
6/3/2010,170.649,377.681,447.445,663.6156703007,578.644,436.865,649.741,460.399,392.417,387.403,347.885,566.784,156.284,8.9974801318,65.3706391442,1.061437087,64.9729064352,57.3706037066,59.879990139,193.7549715909
6/4/2010,170.726,379.316,448.01,672.9930450559,576.917,434.323,650.306,458.99,393.044,385.573,346.45,567.799,156.173,8.9224898824,65.7624316077,1.0144959436,65.0077931952,55.9287191194,59.8203545962,195.6196275072
6/7/2010,170.13,379.586,446.477,677.2626207399,574.594,431.303,646.662,457.707,392.142,381.776,345.201,566.977,155.996,8.8811900192,65.9101696169,1.0175196047,64.3201611692,56.2397990457,59.8002363576,197.4933237099
6/8/2010,170.179,380.593,446.416,671.859779929,572.654,431.338,646.266,458.291,393.13,381.944,344.572,567.312,156.271,8.9067307692,66.0286348054,1.0252708773,64.3668313153,56.4340000483,59.7991517675,199.052949086
6/9/2010,170.635,379.933,446.788,674.3666404406,574.251,432.545,651.848,458.483,394.118,383.429,345.287,567.851,156.289,8.9242841994,65.8414883321,1.0405303363,65.0481598211,56.8709168185,60.1522636741,198.3853996589
6/10/2010,171.165,378.916,447.038,673.3886499909,578.231,434.892,658.163,458.638,393.587,385.451,347.119,567.14,156.377,9.0066712049,65.6177449168,1.0539571006,65.3219369598,57.1933504897,60.2760943113,197.1769383698
6/11/2010,171.537,379.776,448.116,672.6767342519,579.341,437.859,658.588,459.34,394.507,387.6,347.619,568.582,156.315,8.9998834272,65.717685497,1.0418267725,65.6432446231,57.0866486605,60.0102040816,195.9156955834
6/14/2010,170.8,378.746,446.365,669.4598012647,575.191,435.283,655.693,455.748,393.142,386.226,345.604,567.128,155.513,9.0568886281,65.517867348,1.0520076826,65.540022821,57.5891807134,60.1618816658,195.3061370806
6/15/2010,170.378,377.838,445.792,668.5803695011,572.06,435.007,657.392,450.096,392.332,385.612,342.347,566.308,150.793,9.0238596491,65.3269237234,1.0527313902,65.318501992,57.7765761337,60.2880055277,195.5794238092
6/16/2010,170.148,377.935,445.739,669.1290205999,568.568,435.02,656.892,448.213,392.611,385.531,339.404,566.708,149.013,8.9898970274,65.4093985897,1.0480639115,64.959111483,57.5119441382,59.892495499,196.0457669197
6/17/2010,170.332,377.921,446.357,667.3397570172,570.016,435.286,658.561,447.573,392.749,385.894,338.752,567.006,148.664,8.9885253859,65.325312542,1.0454954381,64.823967094,57.4897446887,59.9245641309,197.9331395349
6/18/2010,170.475,376.876,446.176,664.593318592,576.15,435.464,660.667,448.682,391.974,385.431,338.863,566.048,148.135,8.9870134912,65.0814901439,1.0514059675,64.6855683529,57.8392989385,59.7959568451,198.1274334995
6/21/2010,170.513,375.988,445.909,667.616254713,580.542,436.069,661.308,449.769,391.335,385.053,338.989,565.313,147.815,8.9673580151,64.9216130311,1.0560409481,64.446461556,57.9429999876,59.8108157846,197.9388729008
6/22/2010,170.633,377.405,447.009,673.722750813,579.072,436.401,660.209,450.769,392.366,386.426,338.764,566.919,146.369,8.9777174966,65.181293543,1.0532312917,64.1598649738,57.5811558315,59.6997179614,200.157387659
6/23/2010,170.38,377.926,446.844,681.4764773903,578.079,435.419,658.854,449.854,392.999,386.7,337.33,567.21,142.81,9.0237960891,65.4306655649,1.0463126,64.1222667947,57.2748687245,59.8544966612,200.4249687523
6/24/2010,170.597,378.769,447.468,682.1999392282,581.135,435.555,658.439,450.045,393.828,387.624,337.412,568.447,142.485,9.0036791759,65.5792924611,1.0326751464,63.9187550778,56.7085561497,59.72448112,200.7716355879
6/25/2010,170.329,378.719,446.305,683.7860232742,580.838,433.996,656.811,449.382,393.743,387.336,337.331,568.172,142.389,9.0478336895,65.5213273326,1.031787501,64.1436852275,56.5374401261,59.832714338,202.6361477964
6/28/2010,170.219,379.365,445.989,687.132618683,578.55,434.964,655.165,448.834,394.058,387.486,337.325,568.355,142.15,9.0656559767,65.6513914258,1.0226399548,64.6637656226,56.316565188,60.1196661943,204.7378073886
6/29/2010,170.486,380.128,447.375,693.0007418398,576.83,436.147,655.627,449.411,395.357,387.9,337.25,569.669,142.621,9.0686862802,65.7485785633,1.0183062895,64.6689957104,56.1684651701,60.1999547947,207.4201976599
6/30/2010,170.647,379.766,447.943,687.5273282443,578.362,436.697,656.658,449.203,395.522,387.559,338.254,569.462,143.021,9.096359743,65.7543294402,1.0275822152,64.273169507,56.5460391133,59.9708356938,207.613748202
7/1/2010,170.898,379.903,448.916,686.0421090953,578.787,437.659,657.368,450.192,395.909,388.189,339.966,569.997,143.709,9.0845496894,65.8012551599,1.018735987,63.2641631896,56.1463443891,59.5490072863,207.4149659864
7/2/2010,171.305,379.761,449.312,680.2157536311,579.907,439.68,660.2,454.222,396.115,388.782,344.306,570.371,144.644,9.1220509227,65.7031847647,1.0272705393,63.0961324602,56.5003613587,59.7553743127,204.5860489367
7/5/2010,171.685,380.389,451.222,682.3209549072,579.102,441.556,661.091,455.657,396.785,390.43,345.547,571.419,144.84,9.1756137672,65.8475639623,1.0294272202,63.3679900744,57.1416413374,59.6952398777,206.4697271123
7/6/2010,171.377,379.646,450.597,679.5258724428,577.463,441.152,659.431,455.685,396.009,390.189,344.402,570.582,144.961,9.1942369891,65.6467778508,1.0372350166,63.4393311686,57.3377225067,59.5946698302,205.5760747664
7/7/2010,171.263,379.277,450.34,678.5667870036,577.341,440.76,659.031,455.495,395.548,389.955,343.486,570.153,145.109,9.1999215763,65.6405921931,1.0437235742,63.0160407974,57.4639502257,59.6870396302,206.5117326826
7/8/2010,171.364,378.896,450.312,673.3695977046,579.854,440.769,660.57,456.287,395.094,389.882,344.054,569.637,144.563,9.23361543,65.5088599445,1.0554474153,63.0598180421,57.6426218668,59.9311768033,206.2519696856
7/9/2010,171.461,378.541,450.62,675.1372361418,581.572,441.403,661.268,456.884,394.846,390.115,344.643,569.354,144.286,9.2590020322,65.5350771294,1.0578596334,63.2856317304,57.7743662802,60.3659715144,205.8078520903
7/12/2010,171.774,379.748,451.836,675.8792525156,582.446,442.478,661.25,457.413,395.678,391.311,344.95,570.965,144.306,9.2685450273,65.7198232213,1.062821204,63.7567658787,57.9328674082,60.4510682361,205.7777279354
7/13/2010,171.515,378.708,450.998,674.0625,583.98,441.873,659.668,456.491,395.144,390.348,343.37,569.8,145.001,9.2516345018,65.5625444255,1.0647833128,64.1837761675,57.8632058064,60.6904167773,206.0314488955
7/14/2010,171.085,378.188,450.039,674.0696768004,581.806,440.836,657.295,452.401,394.517,389.75,341.362,569.076,145.145,9.1982013685,65.4741023559,1.061918349,64.3491079528,57.8113579032,60.846540559,204.6282714717
7/15/2010,171.111,378.145,449.93,671.5232814643,584.042,440.424,657.413,451.924,394.365,389.808,341.561,568.708,144.83,9.2618897638,65.4530934373,1.0593509164,63.8491547464,57.6325409092,60.4425406642,204.5986678078
7/16/2010,171.64,378.685,450.978,668.7862093478,588.979,440.896,659.942,453.34,395.038,391.009,343.756,569.68,145.187,9.236502947,65.5295420232,1.0490634382,63.1964724145,57.2223777927,60.1976670023,202.3795846222
7/19/2010,171.44,377.705,449.657,660.7507771717,591.917,439.739,660.591,452.289,393.916,389.783,343.375,568.378,144.529,9.2747980296,65.4124734992,1.0066901227,62.6267063985,56.7339338613,59.9842475032,201.5622021846
7/20/2010,171.75,378.113,450.098,665.5976814337,592.932,439.933,663.154,454.15,394.356,390.3,343.747,569.008,144.641,9.2848417983,65.4893988191,1.0187304088,62.9939751629,56.9299979386,60.1100021013,203.7664309253
7/21/2010,171.847,378.417,450.335,666.8818607963,594.266,439.863,663.286,454.771,394.535,390.565,344.077,569.67,144.375,9.3284345679,65.5310726124,1.0349824511,64.0338726901,57.3565981331,60.5367430394,204.2399495156
7/22/2010,171.762,378.368,450.089,664.2936517319,593.349,439.538,663.322,454.156,394.26,390.204,342.3,569.478,144.548,9.4129955728,65.5149693367,1.0370397458,64.3904763696,57.5177790269,60.616795607,204.4565863812
7/23/2010,171.622,377.322,449.865,672.3763744517,593.314,439.085,663.558,454.233,393.58,389.431,342.037,568.344,144.622,9.4459413743,65.3715420589,1.0213083569,64.352817193,57.7767139262,60.3852332537,203.3319755601
7/26/2010,171.578,376.299,448.851,667.3672248804,596.183,438.535,665.015,455.855,392.556,388.303,342.482,567.042,144.868,9.4440381558,65.0937927703,1.0251944929,63.943500287,58.5053875565,60.1522020213,202.1276281815
