dates,EMU TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,BD TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,FR TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,UK TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,ES TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,BG TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,IT TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,IR TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,NL TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,OE TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,PT TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,FN TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,GR TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,CZ TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,DK TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,HN TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,NW TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,PO TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,SD TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND,SW TOTAL ALL LIVES DS GOVT. INDEX - TOT RETURN IND
12/31/1998,NA,215.784,256.77,446.642108246,359.307,248.405,383.915,281.02,223.623,218.07,217.148,321.485,NA,3.1938044289,35.7014785576,NA,29.6850235282,NA,33.9457676266,111.7688635377
1/1/1999,100,215.816,256.825,446.720034004,359.361,248.447,383.98,281.161,223.66,218.101,217.185,323.332,NA,3.1946551573,35.7074998327,NA,29.6901650888,NA,33.9522813948,111.7818835638
1/4/1999,100.521,217.126,258.589,444.9134899423,360.613,249.758,385.429,282.954,224.982,219.205,217.944,324.127,NA,3.2295592191,35.9778815698,NA,30.2181353998,NA,34.230412023,111.9399194797
1/5/1999,100.534,217.144,258.315,443.6133745434,360.813,249.639,385.999,282.866,225.022,219.275,218.241,324.311,NA,3.2680575366,36.0936220483,NA,30.5819659036,NA,34.5958230435,112.1084636386
1/6/1999,100.592,217.275,258.216,445.9751271905,360.974,249.921,386.439,282.968,225.265,219.371,218.374,324.494,NA,3.2883172685,36.1455102123,NA,30.7749492354,NA,35.0281676487,111.7459630019
1/7/1999,100.604,217.367,258.066,447.4318021201,361.093,249.974,386.648,282.684,225.144,219.517,218.293,324.671,NA,3.2682991078,36.2666433783,NA,31.0507660513,NA,35.3842227025,111.6925360213
1/8/1999,100.651,217.496,258.213,449.9517251171,361.053,250.166,386.693,283.191,225.318,219.79,218.309,324.815,NA,3.2661172883,36.2661330397,NA,31.4428568099,NA,35.5790647097,112.0189743908
1/11/1999,100.561,217.486,257.913,449.4639556377,360.525,250.094,386.125,282.253,224.943,219.765,218.023,324.343,NA,3.2248150967,36.2150505851,NA,31.4953664209,NA,35.8847313824,111.9342431762
1/12/1999,100.387,216.799,257.573,444.5670292414,360.083,249.603,385.374,282.241,225.031,219.255,218.032,324.299,NA,3.1985853008,36.1241955637,NA,31.3987128909,NA,35.9040565933,112.3344752414
1/13/1999,100.833,218.034,258.81,446.6746681728,361.253,250.941,386.749,283.107,225.819,220.317,218.561,325.703,NA,3.1623523898,36.2482532516,NA,30.9380796446,NA,35.7111079455,114.0990735489
1/14/1999,100.796,217.94,258.704,449.1129375089,361.286,250.63,386.466,283.718,226.048,220.232,218.416,325.498,NA,3.1746832902,36.2501511548,NA,30.9160926522,NA,35.6466870072,113.8294261831
1/15/1999,100.909,218.36,259.207,451.3255416192,361.486,250.751,386.684,283.805,225.991,220.597,218.543,325.719,NA,3.1963681781,36.3123177989,NA,31.1061788749,NA,35.8982052381,113.3187417923
1/18/1999,100.929,218.156,259.264,451.05825381,361.897,250.799,386.965,284.227,226.299,220.388,218.79,325.725,NA,3.2127700292,36.3269553541,NA,31.2477705974,NA,35.9393926071,112.8916188576
1/19/1999,101.042,218.51,259.365,452.521788827,362.483,250.934,387.598,284.506,226.358,220.725,219.068,326.006,NA,3.1955892774,36.4155687013,NA,31.325305398,NA,36.2930066587,113.3061889251
1/20/1999,100.989,218.16,259.37,451.7212414579,362.48,250.963,387.515,284.169,226.111,220.598,218.933,325.881,NA,3.1764352503,36.3694164774,NA,31.5018174193,NA,36.5137419773,112.5764273707
1/21/1999,101.07,218.381,259.491,454.4951511694,362.613,251.306,387.795,284.628,226.554,220.618,218.999,326.212,NA,3.1564706403,36.4133840795,NA,31.4683000464,NA,36.507382071,112.8501090682
1/22/1999,101.261,218.838,260.151,456.3410454156,363.182,251.735,388.312,285.467,227.032,221.03,219.634,326.543,NA,3.1458447201,36.4596331756,NA,31.4523326572,NA,36.5871225657,113.3004248938
1/25/1999,101.338,219.075,260.504,456.5868692661,363.33,251.918,388.489,285.389,226.927,221.229,219.678,326.601,NA,3.1420672394,36.5299510674,NA,31.5860283704,NA,36.6790109644,113.4607444479
1/26/1999,101.289,218.904,260.194,457.4103814167,363.339,251.924,388.422,285.44,226.928,221.075,219.725,326.657,NA,3.1166483924,36.5466648736,NA,31.6813953758,NA,36.7471891849,113.0564038641
1/27/1999,101.27,218.785,260.091,458.0726698262,363.337,251.769,388.566,285.5,226.955,221.021,219.806,326.443,NA,3.1146540064,36.5238498675,NA,31.9212425808,NA,37.0042675217,112.7229754945
1/28/1999,101.307,219.022,260.046,460.2510822511,363.382,251.892,388.748,285.344,226.874,221.236,219.864,326.625,NA,3.1118649813,36.5365637227,NA,32.2747668793,NA,36.9835587976,112.4469405486
1/29/1999,101.332,218.975,260.385,462.1915232171,363.397,251.809,388.738,285.483,227.033,221.214,219.819,326.683,NA,3.076543049,36.5053308057,0.4014556783,32.2940702037,NA,36.942655039,112.4978285147
2/1/1999,101.218,218.718,259.985,462.9473225947,363.215,251.578,388.397,284.85,226.523,221.01,219.832,326.313,NA,3.0515146375,36.4960275317,0.4026040017,32.3537473936,NA,37.0164208812,112.671679821
2/2/1999,101.064,218.326,259.545,461.8802551464,362.683,251.14,387.76,284.738,226.371,220.561,219.818,325.823,NA,3.0292136877,36.4506803636,0.4020765235,32.0406145687,NA,36.7916882415,113.2420947382
2/3/1999,100.951,217.938,259.292,458.7801357009,362.329,250.948,387.402,284.164,226.108,220.411,219.407,325.814,NA,3.0460963846,36.4428248709,0.402432694,31.7967502257,NA,36.5749571337,113.2389701287
2/4/1999,100.775,217.679,258.611,459.3558682722,361.964,250.45,386.849,283.102,225.181,220.238,219.211,325.344,NA,3.043496923,36.3694918445,0.403066899,31.8109070725,NA,36.6476844297,112.872047982
2/5/1999,100.77,217.638,258.604,460.4804761214,361.72,250.417,386.742,283.733,225.583,220.111,219.196,325.346,NA,3.034751244,36.3565808057,0.4033693536,31.8642657359,NA,36.7937103224,113.0483991996
2/8/1999,100.634,216.923,257.918,458.6806966618,361.193,249.872,388.103,282.998,225.007,219.491,218.99,324.698,NA,2.9779604388,36.2797891226,0.4038313921,31.9840782414,NA,36.6130902133,113.0253362527
2/9/1999,100.807,217.411,258.328,458.7905561993,361.309,250.481,388.719,283.555,225.46,219.953,219.116,325.364,NA,2.9486138348,36.3484098369,0.4019707944,31.9155532419,NA,36.6084524759,113.0051845837
2/10/1999,100.972,217.754,258.925,455.5459646094,361.819,250.791,389.369,283.92,225.778,220.254,219.364,325.715,NA,2.9827588029,36.3704062156,0.4003168092,32.0055713526,NA,36.5724627125,113.4360516097
2/11/1999,100.938,217.671,258.737,455.6374100719,361.717,250.632,389.22,284.248,225.976,220.178,219.408,325.479,NA,2.997970665,36.3563150394,0.4045818042,32.0523896101,NA,36.6381942262,113.2693269952
2/12/1999,100.909,217.903,258.447,454.0869690841,361.814,250.316,389.361,283.614,225.443,219.996,219.338,325.101,NA,2.9710221397,36.3439139206,0.4052335505,32.2204903922,NA,36.6367919754,113.3145398735
2/15/1999,100.469,216.665,257.425,454.1782608696,360.453,249.523,387.254,282.458,224.503,219.376,218.589,324.516,NA,2.9406512495,36.2043098929,0.4051630576,32.1122975991,NA,36.6021330991,113.0587719847
2/16/1999,100.496,216.76,257.438,458.8882395909,360.275,249.773,387.342,282.362,224.419,219.482,218.64,324.81,NA,2.9519833314,36.2526052522,0.4055985539,31.9130253464,NA,36.6954855436,113.0777409469
2/17/1999,100.417,216.405,257.32,457.4486675404,360.125,249.444,387.1,282.494,224.709,219.269,218.499,324.45,NA,2.9633769773,36.2280465829,0.4035148623,31.5978379622,NA,36.5350591616,113.2382203867
2/18/1999,100.555,216.948,257.578,457.8064046579,360.588,249.905,387.6,282.339,224.527,219.687,218.463,324.563,NA,3.0014148101,36.2579517181,0.401635224,31.5109937228,NA,36.4196909166,113.2588838839
2/19/1999,100.534,216.873,257.529,462.2628487518,360.208,249.702,387.501,282.716,224.826,219.555,218.395,324.802,NA,2.9898190913,36.249613383,0.4028413856,31.7670761331,NA,36.5178771702,113.205200325
2/22/1999,100.594,216.912,257.79,463.8035005148,360.314,249.911,387.705,283.208,225.127,219.596,218.393,324.905,NA,2.9997746165,36.2934664174,0.403623899,31.8176368876,NA,36.5873194185,113.4692091279
2/23/1999,100.815,217.539,258.399,463.8239178283,360.898,250.454,388.509,283.553,225.44,220.135,218.63,325.381,NA,3.001163621,36.3307823701,0.4047005902,31.8685772348,NA,36.6030255725,114.0430336867
2/24/1999,100.784,217.359,258.221,460.7020872865,361.065,250.531,388.422,283.493,225.476,220.083,218.705,325.551,NA,2.9913314585,36.3319523284,0.4034564642,31.8810005199,NA,36.4832691274,114.2680399422
2/25/1999,100.536,216.965,257.403,454.7068214804,360.386,249.977,387.601,281.867,224.292,219.692,218.516,324.905,NA,2.9955050552,36.2526397912,0.3974708836,31.5961405927,NA,36.1942102273,114.1984301413
2/26/1999,100.15,215.876,256.592,456.2118780096,359.059,249.097,385.892,281.386,223.682,218.827,218.14,323.822,NA,3.001893739,36.0739794203,0.3994316375,31.5162708276,NA,35.8880951324,114.2880492865
3/1/1999,99.967,215.777,256.101,457.3106896045,358.176,248.392,385.316,280.175,222.628,218.541,217.637,323.101,NA,3.0346092444,36.044281237,0.3995796976,31.5211846312,NA,35.7627062119,113.9473518879
3/2/1999,99.652,214.821,255.006,460.2838976785,357.197,247.9,384.099,280.114,222.734,217.871,216.748,322.732,NA,3.0241277732,35.8982982444,0.4004615833,31.5133479718,NA,35.813253012,113.805398619
3/3/1999,99.737,215.194,255.271,458.7642613721,357.345,248.006,384.659,279.45,222.025,218.268,216.934,323.055,NA,3.0271972151,35.9715180937,0.3973890097,31.6234434437,NA,35.8322675356,113.9998741188
3/4/1999,99.388,214.255,254.372,459.4566508314,355.96,247.062,383.164,279.091,221.932,217.365,216.297,322.04,NA,3.0392845412,35.848617685,0.3960367667,31.6915567436,NA,35.8907442961,113.9299415131
3/5/1999,99.84,214.89,256.111,462.5975374574,356.724,248.628,384.583,281.375,223.792,217.921,217.248,323.424,NA,3.0468136273,36.0066752799,0.3970988529,31.9590237532,NA,36.2463467891,114.131650022
3/8/1999,100.018,215.639,256.235,460.2068252327,357.868,248.608,385.579,281.11,223.396,218.617,217.234,323.744,NA,3.0288483215,36.0345198698,0.4007871559,31.9935109648,NA,36.150732869,114.0675412717
3/9/1999,99.895,215.466,255.917,459.9569924366,357.54,247.844,385.075,280.482,223.074,218.424,217.219,323.298,NA,3.012245027,35.9794688265,0.4039310113,32.0114122682,NA,36.1281471194,114.0729826321
3/10/1999,99.998,215.524,256.244,462.0424836601,357.875,248.526,385.44,280.951,223.386,218.606,217.368,323.79,NA,3.0203927433,36.0675170205,0.4003395676,32.0445540504,NA,36.2766244574,113.9782459211
3/11/1999,100.077,215.614,256.543,468.6364318967,358.11,248.702,385.782,281.24,223.66,218.703,217.458,324.018,NA,3.0284560376,36.084767891,0.4012895223,32.2458279017,NA,36.500226142,114.3874286431
3/12/1999,100.376,216.458,257.389,466.4735742013,359.023,249.373,386.757,281.725,224.101,219.612,217.927,324.682,NA,3.0433565473,36.1725139905,0.3996232322,32.2751440745,NA,36.5232926431,113.9452123335
3/15/1999,100.345,216.423,257.214,463.0063713143,359.084,249.274,386.597,281.896,224.129,219.626,217.906,324.628,NA,3.0474032902,36.2312870221,0.3995526039,32.2144184362,NA,36.3424382248,113.7443007932
3/16/1999,100.38,216.39,257.323,467.1366885051,359.079,249.467,386.817,282.418,224.475,219.531,218.057,324.723,NA,3.047358144,36.2021229366,0.4001779586,32.2618128203,NA,36.1303848427,113.9170939102
3/17/1999,100.651,217.003,258.033,466.323268206,360.045,250.286,387.873,282.465,225.017,220.071,218.591,325.517,NA,3.060263728,36.3323913336,0.3988544564,32.3669589272,NA,36.2170558172,114.0871252425
3/18/1999,100.767,217.352,258.386,467.8071216617,360.403,250.415,388.267,283.234,225.191,220.319,218.794,325.639,NA,3.0686020637,36.3412927961,0.3968605439,32.7445186455,NA,36.4349354167,114.1468452679
3/19/1999,100.81,217.425,258.535,469.5899806173,360.468,250.463,388.478,283.538,225.319,220.483,218.891,325.711,NA,3.0660352553,36.3836600692,0.3982032341,32.8480299743,NA,36.4905504053,114.1201877934
3/22/1999,100.576,216.867,257.791,469.5491864457,359.901,249.747,387.711,283.09,224.784,219.915,218.679,325.024,NA,3.0488475786,36.3222195312,0.3987482743,32.645400488,NA,36.3788671316,113.9825945404
3/23/1999,100.458,216.591,257.341,470.3592814371,359.679,249.587,387.365,282.917,224.425,219.644,218.39,324.916,NA,3.0290928794,36.300039022,0.3989102065,32.6657169991,NA,36.381377008,114.1745134965
3/24/1999,100.561,216.782,257.558,472.3469234241,359.986,249.903,387.751,283.118,224.655,219.893,218.466,325.415,NA,3.0010883249,36.3404455812,0.3935584359,32.5920403309,NA,36.2184023142,114.3331029717
3/25/1999,100.672,217.087,257.927,471.7559657812,360.149,250.181,387.995,283.344,224.979,220.222,218.557,325.707,NA,3.0325232262,36.3836456834,0.3961584681,32.711639585,NA,36.2638022484,114.0532581454
3/26/1999,100.501,216.863,257.14,473.1753697555,359.703,249.815,387.635,282.44,224.217,219.96,218.292,324.92,NA,3.0238055697,36.3152725267,0.3999070673,32.9911172664,NA,36.3461774931,114.1015183837
3/29/1999,100.372,216.552,256.912,473.4828575744,358.975,249.259,386.902,282.527,224.231,219.719,217.994,324.809,NA,3.0134423162,36.2901272771,0.3980775172,33.0305100182,NA,36.3731381699,113.9465428536
3/30/1999,100.421,216.489,257.214,470.8786924576,359.004,249.439,387.197,282.89,224.444,219.666,217.957,325.003,NA,3.0360856715,36.337267992,0.3967226426,33.0054579403,NA,36.3879206328,113.5739326405
3/31/1999,100.659,216.957,257.847,470.6205143541,359.849,250.207,388.034,283.711,225.147,220.086,218.334,325.813,100,3.0292693462,36.4376723848,0.3981858303,33.1423777565,NA,36.7709741372,113.6378997434
4/1/1999,100.807,217.462,258.287,466.1802256532,359.901,250.497,388.688,284.102,225.221,220.452,218.449,325.935,100.37,3.0263562018,36.4423904854,0.398208866,33.1530559651,NA,36.750275696,113.785002819
4/2/1999,100.814,217.494,258.332,466.9550996134,359.953,250.54,388.556,284.243,225.258,220.484,218.484,325.994,100.429,3.0249840679,36.455445811,0.4014143783,33.161472069,NA,36.7654143124,113.7554010896
4/5/1999,100.86,217.525,258.37,469.0592802748,361.008,250.582,388.757,284.291,225.295,220.515,218.518,326.054,100.395,3.0257062522,36.4664082687,0.4027121479,33.1649985016,NA,36.8033479402,113.6831237094
4/6/1999,101.09,218.031,259.036,466.9419412025,361.479,251.073,389.567,285.209,226.048,220.972,219.144,326.583,100.504,3.0378154988,36.556684384,0.4019919424,33.2757132582,NA,36.8113627674,113.9460001253
4/7/1999,101.256,218.387,259.555,467.4464312103,362.304,251.463,390.16,285.424,226.323,221.353,219.776,327.044,100.812,3.0612244898,36.6283122721,0.4017534267,33.2405968293,NA,36.7073061608,114.2803433799
4/8/1999,101.294,218.536,259.604,470.044603033,362.304,251.576,390.352,285.389,226.28,221.522,219.895,327.273,101.246,3.0696932593,36.6692681352,0.3993621765,33.0184580687,NA,36.6279796447,114.5428320582
4/9/1999,101.703,219.398,260.848,472.5432061979,363.692,252.64,391.787,286.635,227.256,222.484,220.425,328.381,101.265,3.0733068168,36.8143105095,0.4004422163,33.2561741264,NA,36.9152606932,114.4776305924
4/12/1999,101.828,219.757,261.025,471.5540339387,364.357,252.971,392.26,287.12,227.555,222.793,220.711,328.719,101.284,3.0812174877,36.8367525392,0.4003224411,33.3330152444,NA,36.6132628715,114.2417815483
4/13/1999,101.746,219.503,260.946,473.9640449438,363.964,252.681,392.076,286.751,227.263,222.622,220.671,328.324,101.715,3.0860605105,36.8124932716,0.4008815378,33.3867958378,NA,36.7668063705,114.1905712148
4/14/1999,101.696,219.362,260.664,473.3502917851,363.875,252.619,391.867,286.861,227.294,222.424,220.706,328.473,101.617,3.1111909941,36.7943665003,0.3982174446,33.5001259945,NA,36.8370260073,114.079775631
4/15/1999,101.686,219.341,260.688,472.9861737301,364.009,252.553,391.919,286.611,226.927,222.439,220.65,328.389,101.704,3.1232377726,36.8235943113,0.4022822011,33.5698034164,NA,36.9907074071,113.876572425
4/16/1999,101.476,218.741,260.056,474.1299758745,363.334,252.022,391.18,286.548,226.703,222.03,220.131,327.907,101.42,3.1044347184,36.7519907457,0.402058818,33.6149210558,NA,36.9066801506,114.0269545143
4/19/1999,101.415,218.549,259.972,477.902490887,363.047,251.789,390.937,286.278,226.743,221.699,220.174,327.777,101.131,3.1225570863,36.7277913062,0.4062654208,33.7181394786,NA,36.9088352736,114.0681988509
4/20/1999,101.734,219.423,260.827,479.1066282421,363.954,252.618,392.083,287.197,227.315,222.467,220.465,328.615,101.234,3.1343496828,36.8049351488,0.4051355796,33.7424513262,NA,36.8507890961,114.0953926832
4/21/1999,101.869,219.679,261.255,478.4446463729,364.36,252.914,392.7,287.357,227.552,222.728,220.721,329.065,100.805,3.1297354989,36.819331235,0.4109716352,33.8324562995,NA,36.9289280305,114.2451887028
4/22/1999,101.888,219.773,261.203,478.8338148092,364.506,252.929,392.715,287.616,227.637,222.86,220.755,329.15,100.87,3.1235708502,36.8246343465,0.4119316705,33.7937830224,NA,36.9025099016,114.1702074481
4/23/1999,101.821,219.472,261.136,478.2761239368,364.378,252.819,392.451,287.826,227.583,222.553,220.712,329.089,100.905,3.1350047299,36.7878094726,0.4112625299,33.7058610709,NA,36.8995574327,113.9787765293
4/26/1999,101.769,219.464,260.807,477.8171585032,364.281,252.622,392.414,287.215,227.293,222.592,220.83,328.712,100.776,3.1477775981,36.783172566,0.4124356687,33.7462231998,NA,36.8962300205,113.7760449158
4/27/1999,101.868,219.626,261.156,476.3150705722,364.633,252.906,392.604,287.811,227.668,222.822,221.021,329.139,101.053,3.1566823945,36.8010062013,0.4127075994,33.6652348086,NA,36.9166619837,113.7423695029
4/28/1999,101.832,219.54,260.986,475.3538882139,364.556,252.871,392.594,287.54,227.384,222.856,221.077,329.025,101.189,3.1515055216,36.7844651313,0.4124876941,33.6022724531,NA,36.7712748066,113.7097375948
4/29/1999,101.835,219.507,260.84,478.329529895,364.539,253.188,392.517,287.897,227.71,222.758,221.13,329.38,101.275,3.1545878595,36.782523279,0.4140195019,33.7354160873,NA,36.9236041664,113.9000435134
4/30/1999,101.964,220.045,261.04,477.2546035611,365.104,253.27,393.073,287.689,227.747,223.227,221.261,329.532,101.655,3.1630465429,36.8183042448,0.4145587117,33.9148063173,NA,37.0464353142,113.6779040169
5/3/1999,101.749,219.365,260.572,477.8473491773,364.312,252.695,392.338,287.736,227.371,222.653,221.157,328.953,101.624,3.1742338328,36.7758128768,0.4158941108,33.8276472872,NA,36.7297831697,113.5798100205
5/4/1999,101.754,219.482,260.722,475.6032376298,364.212,252.721,392.304,287.016,226.856,222.695,220.948,329.161,101.944,3.1705638147,36.7752394791,0.4169217924,33.769336229,NA,36.6636900443,113.6720985197
5/5/1999,101.556,218.958,260.06,474.2541520646,363.615,252.261,391.597,286.974,226.678,222.202,220.909,328.707,101.795,3.1658244606,36.6944807074,0.4157580893,33.6075313706,NA,36.3832931477,113.8924543585
5/6/1999,101.555,219.221,259.802,471.8580978426,363.62,252.113,391.715,286.509,226.368,222.386,220.673,328.396,102.17,3.1642818909,36.6342841765,0.415345684,33.5487732621,NA,36.2227632515,113.7464964186
5/7/1999,101.444,218.659,259.874,470.1514463123,362.889,252.109,391.058,286.777,226.596,221.803,220.558,328.471,102.183,3.1554810408,36.6040503263,0.4141509314,33.5776848991,NA,36.3976215444,113.4819651741
5/10/1999,101.368,218.6,259.578,469.136343047,362.658,251.591,390.836,286.518,226.391,221.75,220.461,327.926,102.26,3.1537020055,36.5382648254,0.4153397398,33.65334243,NA,36.4116679534,113.1969404888
5/11/1999,101.368,218.609,259.4,469.8594316808,362.775,251.867,390.926,286.344,226.202,221.822,220.353,328.356,102.646,3.1621228818,36.5985872856,0.4166533334,33.6793486198,NA,36.4533616498,113.2487562189
5/12/1999,101.263,218.182,259.34,472.840891855,362.284,251.557,390.457,286.302,226.283,221.626,220.128,328.152,102.228,3.1537544253,36.5232540932,0.4168572276,33.6386672352,NA,36.316829252,113.4096009975
5/13/1999,101.347,218.277,259.619,476.9104204753,362.852,251.6,391.081,286.349,226.319,221.657,220.097,328.213,102.502,3.1510128474,36.5337316003,0.4171536639,33.653412622,NA,36.3080561847,113.563670412
5/14/1999,101.402,218.993,259.471,470.0772610211,362.605,251.642,391.454,285.36,225.485,222.3,220.152,327.905,102.596,3.1461574804,36.5357138052,0.4169177794,33.6258663321,NA,36.1852442028,113.3645267952
5/17/1999,101.035,217.819,258.352,470.3505311077,361.641,251.091,389.697,285.605,225.449,221.817,219.914,327.469,102.299,3.1458203725,36.4037825186,0.416624056,33.6631635415,NA,36.1205256306,113.4429810873
5/18/1999,101.085,217.986,258.509,470.3494378608,361.705,251.182,389.887,285.248,225.783,221.244,219.699,327.663,102.515,3.1432470971,36.4812422628,0.4171063569,33.5833353613,NA,36.1283338145,113.5922875328
5/19/1999,101.038,217.814,258.483,469.9255771567,361.199,251.133,389.844,284.995,225.708,221.052,219.654,327.632,102.602,3.1381674092,36.4314342587,0.4175866042,33.3634699987,NA,36.1023595805,113.6083182414
5/20/1999,101.198,218.281,258.941,470.9625587388,361.634,251.491,390.326,285.091,226.02,221.474,219.885,327.924,102.829,3.1275817988,36.4460342648,0.417905934,33.3266688478,NA,36.2015814679,113.5133786565
5/21/1999,101.245,218.251,259.226,471.4760315534,361.815,251.579,390.457,285.379,226.352,221.473,219.945,328.061,102.849,3.1352978202,36.4316262306,0.4180571368,33.510937101,NA,36.2506272931,113.4612748458
5/24/1999,101.309,218.282,259.264,469.8732458126,362.347,251.621,391.078,285.633,226.389,221.505,220.603,328.372,102.894,3.1360823161,36.4324229833,0.4178088734,33.4028089139,NA,36.2366394347,113.6372145264
5/25/1999,101.47,218.948,259.643,470.6747169811,362.739,252.061,391.358,285.437,226.606,222.095,220.86,328.512,102.644,3.1270872132,36.5349384626,0.4133745992,33.373152411,NA,36.1115371364,114.2698601793
5/26/1999,101.442,218.882,259.605,474.749276025,362.652,251.875,391.075,285.409,226.679,222.167,220.409,328.546,102.45,3.135214864,36.5445934855,0.4187013695,33.5438775634,NA,36.3121089437,114.3169261678
5/27/1999,101.266,218.448,259.157,474.1526717557,362.066,251.441,390.419,284.93,226.235,221.759,220.171,328.181,102.462,3.1327121299,36.5076140766,0.4186978984,33.3848834677,NA,36.1601343536,114.1308305606
5/28/1999,101.114,218.103,258.842,475.0091939933,361.493,251.089,389.702,284.607,225.995,221.335,219.982,327.673,102.159,3.149526072,36.4849732843,0.4188694803,33.3501473245,NA,36.2094660167,114.2150524135
5/31/1999,101.051,218.078,258.67,476.6287471176,361.388,250.935,389.321,284.442,225.652,221.199,220.029,327.526,102.178,3.1505012451,36.5211763278,0.4200595562,33.3576048834,NA,36.1163999955,114.2957702219
6/1/1999,100.715,217.261,257.816,474.0156754265,360.314,250.217,388.129,282.806,224.596,220.497,219.41,326.841,101.869,3.1553156168,36.3606027987,0.4201360721,33.2878359179,NA,35.9387980089,113.8141287284
6/2/1999,100.354,216.397,256.711,478.7041640771,359.031,249.184,386.934,282.17,224.149,219.495,218.257,325.809,101.818,3.1457731767,36.1900403769,0.4217549249,33.1450927028,NA,35.8972754297,113.5054330758
6/3/1999,100.435,216.491,256.955,478.2395784906,358.839,249.586,387.271,282.662,224.59,219.526,218.338,326.526,102.314,3.1519335397,36.2565772652,0.4220572171,33.1417578016,NA,36.0856385418,113.591805957
6/4/1999,100.276,216.271,256.403,480.8776305534,358.476,249.235,386.611,282.087,223.919,219.446,217.869,325.889,102.357,3.1501072881,36.1888549475,0.4226329089,33.1230237875,NA,36.0542074101,113.7349549436
6/7/1999,100.239,216.07,256.311,481.7997820333,358.249,249.154,386.447,282.126,224.291,219.123,217.965,325.851,102.235,3.1482456164,36.1730471641,0.4223429183,33.2691204297,NA,36.1446053918,113.7018837019
6/8/1999,100.516,216.907,257.141,474.9077207013,359.168,249.471,387.538,282.756,224.446,219.967,217.957,326.391,102.401,3.1681114858,36.3173692995,0.4183600143,33.3139846837,NA,36.1922774722,113.4824682669
6/9/1999,100.476,216.776,256.952,473.1251917766,359.047,249.412,387.531,282.659,224.313,219.944,218.14,326.25,102.438,3.1659053056,36.2998654105,0.4168627078,33.2278296027,NA,36.0386846762,113.4439416792
6/10/1999,100.076,216.04,255.744,468.4222595933,357.759,248.318,386.031,280.86,222.868,219.185,218.066,325.26,102.293,3.1706571574,36.1714554875,0.4174752154,33.1381992879,NA,35.9763645963,112.3882838904
6/11/1999,99.88,215.486,255.328,470.1426380368,357.136,247.998,384.886,281.096,223.104,218.49,217.405,324.811,101.935,3.1869486353,36.0872900517,0.417680159,33.1673314062,NA,36.0310561104,112.4229709419
6/14/1999,99.829,215.322,255.263,473.7704412218,356.833,247.86,384.671,281.16,223.105,218.317,217.005,324.836,101.798,3.2038234285,36.1121354454,0.4169621824,33.2240477238,NA,36.1590062112,112.601166949
6/15/1999,100.001,215.712,255.606,473.2170186716,357.361,248.525,385.512,281.41,223.48,218.64,216.833,325.213,101.875,3.203512193,36.1910017092,0.4170096791,33.3017773163,NA,36.254847207,112.6392024078
6/16/1999,100.093,215.771,255.8,477.0103251657,357.662,248.892,385.989,281.753,223.866,218.952,217.206,325.517,101.841,3.2097721489,36.2412187441,0.4189133206,33.4936836043,NA,36.5109434305,112.6749796353
6/17/1999,100.228,216.229,256.242,479.5448935514,358.099,248.814,386.615,282.387,223.876,219.248,217.447,325.391,102.062,3.2091194586,36.2938050716,0.4190496306,33.5327827613,NA,36.6572347854,112.8120300752
6/18/1999,100.517,216.848,257.204,476.8205521472,359.391,249.749,387.545,282.594,224.281,219.727,218.091,326.126,102.184,3.2259883024,36.3739841774,0.4171060729,33.6619701009,NA,36.8659192312,112.7343798862
6/21/1999,100.406,216.716,256.805,475.6474930791,359.059,249.466,387.079,281.465,223.725,219.839,218.126,325.774,101.974,3.2317880795,36.342464279,0.4178452772,33.7748712438,NA,36.975275989,112.8414786967
6/22/1999,99.875,215.39,255.272,474.2958397535,357.063,248.119,385.236,280.531,222.919,218.416,217.204,324.259,100.935,3.2367890322,36.1878423298,0.4177210514,33.5996150144,NA,36.7219459534,112.436716792
6/23/1999,99.575,214.804,254.373,470.036714089,356.069,247.296,384.131,279.563,222.026,217.914,216.758,323.416,100.723,3.2162043058,36.0875708115,0.4177062662,33.5354994875,NA,36.6266404426,112.3109691161
6/24/1999,99.341,214.674,253.365,465.8994345102,355.366,246.174,383.56,277.573,220.807,217.677,215.632,323.293,100.658,3.225336593,36.0430677355,0.4172942167,33.2653664303,NA,36.3389508826,111.9939917386
