1.225241873579641094e-01,1.587879993689418345e-01,4.696667078758354208e-02,9.838324017322253034e-02,1.422029506788845543e-01,1.645598002025298046e-01,1.939754305088086106e-01,1.400503385069854501e-01,1.754870852299890149e-01,-8.762684361380079778e-02,1.212105538748873279e-01,-2.820272553031810681e-01,2.503287778874430103e-03,-2.089253209938153333e-01,-3.579431394883123563e-01,-2.175720037832731268e-01,3.025248236706290506e-02,-4.920011221071440843e-03
-1.045558496942232685e-01,2.888271772471084908e-03,6.986255571000641318e-01,1.613647092911176806e-01,-5.457363490853062160e-02,2.577020572241508489e-01,-1.482131739840872875e-01,-7.940632248514545299e-02,9.888127907847327203e-02,-7.380903564413676676e-03,-3.012388835514245855e-02,2.006795057342964927e-01,-2.128161371476477992e-02,-7.620810872141818848e-01,6.746834542153812286e-02,-4.928014768089323816e-01,3.436407084706079029e-01,-4.624981391684701570e-02
2.314254887499900271e-01,3.247729410576561948e-01,-1.565567481644569714e-01,1.231466208011809949e-01,2.245354048966934357e-01,4.666201590484508888e-01,2.520114411314460234e-01,2.173733472179595339e-01,1.365019983751595278e-01,1.523080948655941569e-03,3.135092056747027511e-01,1.672544234720190204e-01,2.196677781921725359e-01,-2.330982861890289470e-01,-4.321781300032303541e-01,-8.959284602461293767e-01,2.669367926911471178e-01,4.053418015802014995e-01
-3.259836247119065611e-01,-5.902058128104600288e-01,-1.140723245548342479e+00,-3.533098386456962614e-01,-3.333154264421625546e-01,-1.448915892555273643e-01,-1.531164842902582590e-01,-4.544595525744293818e-01,-5.833321482594369112e-01,-4.099204180023587885e-01,-4.196907658561300214e-01,-4.370948088354917327e-01,-6.611708062159427080e-01,3.815784670784654331e-01,9.496327798803161357e-03,-1.390245865073531650e-01,1.230882324997879529e-01,-4.527411875267887131e-01
-1.541412249848341798e-01,-9.912666724544832997e-02,2.054910996631262865e-01,1.043582478928952728e-01,-1.562836303619796752e-01,1.437468032835431675e-02,-2.019107664283245063e-01,-1.004556753096538801e-01,3.866971940139463104e-03,-1.976520000990851234e-01,-1.339066394939224525e-01,2.447536180183040866e-02,-6.882746766900371682e-03,4.266779437892864735e-01,1.306565613956633953e-01,2.893705879564862915e-01,9.010411236455062589e-02,-5.726668289747416374e-02
6.441539923027594927e-02,3.108569187099440301e-01,-7.556710535388547756e-01,1.153715773121757326e-01,2.414281185995719170e-01,8.584699742852519577e-02,-3.639763208661650484e-02,2.499552774687071599e-01,2.390724953530043440e-01,8.438886779163268237e-02,1.775122626282106264e-01,-1.157669285549265403e-01,5.192093534726094362e-02,1.401492144310569898e-01,3.745335327991488050e-01,1.582484830421584387e-01,3.632298940865883452e-01,-6.125431535631919999e-02
-1.517154342077426388e-01,-2.950720980731473819e-01,-3.007456330636475439e-01,2.940233456425123126e-02,-2.500426583280368487e-01,2.029538499058175516e-01,2.014279776663205901e-01,-2.007140608451170594e-01,-3.448947741227426089e-01,-7.953622379096292327e-02,-2.009961747129222209e-01,-2.052773275969765887e-01,-2.523154185419618223e-02,-3.907336724038468212e-01,-8.068163926633236116e-01,-4.825679949088510501e-01,-9.381594867924232251e-01,-9.692361833059681686e-02
8.348231784701609648e-02,-1.088648058465328528e-01,3.279232552536903711e-01,-2.166593711946052103e-02,-1.363520633298676010e-02,-1.558839149697032189e-01,1.022398896884141317e-01,-5.131487435746023840e-02,-4.753564599626908249e-02,-4.962530517778063199e-02,-8.577906588069617033e-02,1.754292569299699123e-01,1.473475576494538419e-01,7.331791843195425429e-01,-3.620522167659495083e-01,2.894864110543229341e-01,3.477287933881729742e-01,5.050414964156721975e-01
-1.328183593281643815e-01,-1.682860164269102676e-01,-3.069023404610118355e-01,-3.806763321691503665e-01,-2.275935828809423911e-01,-2.866564677245905246e-01,-4.075636287313181838e-01,-1.789794918266276458e-01,-3.257351147810338965e-03,-6.147873045891532051e-01,-5.961295466783195218e-02,-4.352363699313996914e-01,-1.655267959920541099e-01,-1.460885299846889751e+00,-3.631585154302997553e-01,-8.506507394673712419e-01,-2.897942317817656654e-01,-7.706199537854234727e-01
7.824409584258784633e-03,-6.841774118204185795e-02,2.451048404454057028e-01,1.117244466678625203e-01,-4.998691886061423784e-02,3.226256695081775039e-01,3.286892158394130181e-01,-1.384911371936858870e-02,-9.486616383838675226e-02,-1.253388775125219290e-01,6.065232965540645615e-02,-3.884955038889092993e-02,1.042007234635672352e-01,-6.226550223762399305e-01,-4.962389768343444807e-02,-2.750712447123835336e-01,-3.129561309374516709e-01,-1.467763835291413521e-02
